CustomerKey,Gender,YearlyIncome,MaritalStatus,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,SumProductCost,SumUnitPrice,OrderCount
18229,F,60000.00,M,1,0,Partial College,Skilled Manual,1082.51,1700.99,1
18236,M,80000.00,M,5,0,Graduate Degree,Professional,1296.8613,2414.99,2
18243,M,90000.00,M,1,0,Graduate Degree,Management,3739.9268,6058.21,4
18254,M,100000.00,S,0,0,Graduate Degree,Management,3726.2421,6021.62,2
18261,F,70000.00,S,0,0,Bachelors,Professional,35.7091,85.96,3
18268,M,60000.00,M,3,2,Bachelors,Professional,3756.3754,6102.19,6
18279,F,60000.00,S,1,0,Partial College,Skilled Manual,60.5957,162.02,8
18286,F,60000.00,M,1,0,Partial College,Skilled Manual,52.9399,141.55,6
18293,M,90000.00,M,1,0,Bachelors,Professional,27.7659,74.24,5
18304,F,70000.00,S,1,0,Partial College,Skilled Manual,9.9335,26.56,3
18311,F,40000.00,M,0,0,High School,Skilled Manual,8.7886,13.98,2
18318,M,40000.00,M,0,0,High School,Skilled Manual,1104.7556,1760.47,3
18329,M,30000.00,S,0,0,Partial High School,Clerical,54.8024,146.53,7
18336,F,40000.00,M,2,0,Bachelors,Management,3792.2086,6145.07,7
18343,M,40000.00,S,0,0,Partial College,Skilled Manual,14.9526,39.98,2
18354,M,170000.00,M,0,0,Graduate Degree,Management,49.7196,132.94,3
18361,M,60000.00,S,0,0,Partial College,Skilled Manual,1121.0023,1750.98,2
18368,M,60000.00,M,1,1,Graduate Degree,Skilled Manual,1124.0823,1754.98,2
18379,F,80000.00,M,3,0,Partial College,Professional,1281.4323,2362.27,4
18386,M,120000.00,M,4,3,Partial College,Professional,1257.5839,2309.97,3
18393,F,100000.00,M,1,2,Partial College,Professional,1251.9813,2294.99,1
18404,F,80000.00,M,5,4,Partial College,Professional,1.8663,4.99,1
18411,M,60000.00,M,2,0,High School,Professional,21.3031,56.96,3
18418,F,110000.00,S,3,3,Partial College,Professional,1266.476,2322.28,2
18429,F,70000.00,S,3,0,Graduate Degree,Management,1273.84,2341.97,2
18436,M,80000.00,M,4,0,Graduate Degree,Management,1251.9813,2294.99,1
18443,M,10000.00,M,2,1,Partial High School,Clerical,22.6159,60.47,3
18454,M,60000.00,S,0,0,Partial College,Skilled Manual,25.6153,68.49,2
18461,F,30000.00,M,3,0,High School,Skilled Manual,2902.8796,4748.24,4
18468,M,40000.00,S,3,0,Partial College,Skilled Manual,3295.3765,5333.25,3
18479,F,70000.00,M,0,0,Partial College,Professional,1273.2881,2351.96,3
18029,F,30000.00,S,0,0,Partial College,Clerical,52.4109,82.97,3
18031,F,10000.00,S,0,0,Partial High School,Manual,9.3463,24.99,1
18046,M,30000.00,S,0,0,Partial College,Clerical,1508.7426,2435.0782,3
18048,F,30000.00,S,0,0,Partial College,Clerical,24.2989,64.97,3
18063,F,70000.00,S,4,0,Bachelors,Management,40.3586,54.98,2
18065,F,70000.00,S,5,0,Bachelors,Management,58.1458,155.47,3
18080,F,60000.00,M,5,0,Bachelors,Management,1096.3219,1737.92,4
18082,M,60000.00,M,2,1,Partial College,Professional,50.3609,67.97,3
18097,F,60000.00,S,2,1,Partial College,Professional,14.9526,39.98,2
18099,M,60000.00,M,2,1,Partial College,Professional,1.8663,4.99,1
18114,F,70000.00,S,2,1,Partial High School,Skilled Manual,43.4386,58.98,2
18116,M,70000.00,M,2,1,Partial High School,Skilled Manual,1286.9263,2376.96,3
18129,F,100000.00,M,2,3,Partial College,Professional,55.8721,96.46,3
18131,F,110000.00,S,2,4,Partial College,Professional,1679.6223,3021.3782,3
18133,F,120000.00,S,3,4,High School,Professional,3402.9994,5780.4675,5
18146,M,90000.00,S,5,0,Partial College,Professional,11.9568,31.97,2
18148,F,60000.00,M,3,1,Partial High School,Skilled Manual,871.417,1518.5782,3
18163,M,100000.00,M,3,4,Bachelors,Management,1683.8165,3044.0582,5
18165,M,120000.00,M,3,5,Bachelors,Management,30.7654,82.26,5
18180,M,120000.00,M,4,5,High School,Management,4.8396,12.94,2
18182,F,90000.00,S,4,1,Partial High School,Skilled Manual,1.8663,4.99,1
18197,F,110000.00,M,0,5,Partial College,Management,15.1428,30.97,2
18199,F,130000.00,S,4,5,High School,Management,62.3177,99.94,5
18214,M,100000.00,M,0,5,High School,Management,3753.0131,6093.20,5
18216,F,90000.00,M,0,0,Bachelors,Professional,18.1161,38.92,3
18231,F,80000.00,M,2,0,Graduate Degree,Professional,1296.8613,2414.99,2
18233,F,60000.00,S,3,2,Bachelors,Professional,1094.2051,1732.26,4
18246,M,90000.00,M,2,0,Bachelors,Professional,3729.6044,6030.61,3
18248,M,110000.00,M,1,0,Graduate Degree,Management,3732.3272,6037.89,5
18250,M,70000.00,S,5,5,Bachelors,Professional,3739.9268,6058.21,4
18263,F,60000.00,M,3,3,Bachelors,Professional,47.4757,126.94,5
18265,F,60000.00,M,4,4,Bachelors,Professional,24.3026,64.98,2
18280,M,60000.00,M,1,0,Partial College,Skilled Manual,67.1296,126.56,5
18282,F,100000.00,S,0,0,Bachelors,Professional,15.1428,30.97,2
18297,F,70000.00,S,0,0,Bachelors,Professional,3787.823,6119.59,5
18299,M,70000.00,M,5,4,Partial College,Skilled Manual,12.0503,32.22,3
18314,M,30000.00,S,0,0,High School,Skilled Manual,43.2832,115.73,6
18316,M,30000.00,S,0,0,High School,Skilled Manual,2.7228,7.28,2
18331,M,30000.00,M,2,0,Partial College,Clerical,2925.9463,4752.75,3
18333,F,30000.00,S,2,0,Partial College,Clerical,10.3861,27.77,3
18348,F,30000.00,S,0,0,Partial College,Skilled Manual,11.0256,29.48,2
18350,F,60000.00,M,0,0,Partial College,Skilled Manual,1095.5963,1735.98,2
18363,M,40000.00,M,0,0,High School,Skilled Manual,1082.51,1700.99,1
18365,M,40000.00,M,0,0,Partial College,Skilled Manual,14.9526,39.98,2
18367,M,10000.00,M,2,1,Partial High School,Clerical,8.0373,21.49,1
18380,F,80000.00,M,2,1,Partial College,Professional,4.8396,12.94,2
18382,F,80000.00,M,4,3,Partial College,Professional,121.3837,204.94,5
18397,M,100000.00,M,3,2,Partial College,Professional,1.8663,4.99,1
18399,F,120000.00,S,1,3,Partial College,Professional,1271.2221,2334.97,3
18414,F,40000.00,M,3,0,Partial College,Professional,1104.7556,1760.47,3
18416,F,100000.00,M,3,2,Partial College,Professional,1284.3084,2369.96,4
18431,M,40000.00,M,3,0,Partial College,Professional,1124.0823,1754.98,2
18433,M,70000.00,M,5,0,Graduate Degree,Management,1265.0676,2329.98,2
18448,F,60000.00,M,0,0,Partial College,Skilled Manual,1095.5963,1735.98,2
18450,M,10000.00,M,2,1,Partial High School,Clerical,9.5296,25.48,2
18465,F,30000.00,S,3,0,High School,Skilled Manual,2925.9463,4752.75,3
18487,F,70000.00,S,2,0,High School,Skilled Manual,3726.2421,6021.62,2
18494,M,110000.00,M,5,1,Bachelors,Management,3732.3272,6037.89,5
18496,M,130000.00,S,0,0,Graduate Degree,Management,3763.6758,6121.71,5
18519,M,100000.00,M,4,1,Partial College,Professional,1281.4323,2362.27,4
18521,F,110000.00,M,2,2,Bachelors,Management,64.6686,119.98,2
18526,M,70000.00,S,1,0,Bachelors,Professional,1260.5572,2317.92,4
18528,M,70000.00,M,1,0,Partial College,Skilled Manual,1304.2967,2381.94,5
18551,F,50000.00,M,1,1,Bachelors,Skilled Manual,1089.4323,1709.98,2
18553,M,50000.00,M,1,1,Bachelors,Skilled Manual,1082.51,1700.99,1
18555,F,60000.00,M,1,0,Graduate Degree,Professional,1.8663,4.99,1
18560,F,70000.00,M,2,0,Graduate Degree,Professional,1298.6941,2366.96,3
18562,F,60000.00,M,1,0,Graduate Degree,Professional,1094.2051,1732.26,4
18585,F,70000.00,M,5,5,Graduate Degree,Professional,29.5386,78.98,2
18587,F,40000.00,S,0,0,Bachelors,Professional,26.1763,69.99,1
18594,F,80000.00,S,3,3,Bachelors,Skilled Manual,1267.1241,2325.96,3
18596,F,60000.00,S,0,0,Graduate Degree,Professional,1130.1616,1775.47,3
18619,M,40000.00,M,1,1,Bachelors,Skilled Manual,14.5786,38.98,2
18621,F,40000.00,S,0,0,Graduate Degree,Skilled Manual,1851.8584,3033.33,3
16822,M,150000.00,M,1,3,Partial College,Professional,4276.4505,7176.38,6
16824,M,120000.00,M,2,4,High School,Professional,4091.6121,6938.5925,6
16847,M,80000.00,M,4,3,Partial College,Professional,95.9777,189.94,5
16849,M,80000.00,M,4,3,Partial College,Professional,85.9754,176.95,4
16856,F,90000.00,M,5,4,Partial College,Professional,8.7886,13.98,2
16858,F,100000.00,M,1,2,Partial College,Professional,1.8663,4.99,1
16881,M,70000.00,M,4,0,Graduate Degree,Management,1265.6195,2319.99,1
16883,M,120000.00,S,4,4,High School,Professional,18.3149,48.97,3
16888,F,60000.00,S,3,0,Partial High School,Skilled Manual,1124.0823,1754.98,2
16890,M,60000.00,M,3,0,Partial High School,Skilled Manual,1144.0802,1808.45,5
16892,F,70000.00,M,3,1,High School,Professional,1273.84,2341.97,2
16915,M,100000.00,M,3,0,Bachelors,Management,1286.1858,2374.98,2
16917,M,120000.00,M,1,1,Bachelors,Management,1.8663,4.99,1
16922,F,40000.00,S,0,0,Partial College,Skilled Manual,60.3672,98.96,4
16924,F,60000.00,S,0,0,Partial College,Skilled Manual,1130.1616,1775.47,3
16947,F,50000.00,M,1,1,Bachelors,Skilled Manual,1095.5963,1735.98,2
16949,M,50000.00,M,1,1,Bachelors,Skilled Manual,1137.1686,1789.97,3
16956,M,50000.00,M,2,2,Bachelors,Skilled Manual,1082.51,1700.99,1
16958,M,60000.00,M,1,0,Graduate Degree,Professional,62.8397,168.02,8
16981,M,70000.00,M,5,0,Graduate Degree,Professional,1260.5572,2317.92,4
16983,M,80000.00,M,3,0,Graduate Degree,Professional,1279.566,2357.28,3
16990,M,60000.00,M,0,0,Graduate Degree,Professional,22.4326,59.98,2
16992,M,60000.00,S,4,4,Bachelors,Skilled Manual,1.8663,4.99,1
17015,F,70000.00,S,1,0,Bachelors,Professional,1.8663,4.99,1
17017,M,70000.00,M,1,0,Partial College,Skilled Manual,1265.9278,2332.28,3
17022,F,60000.00,M,1,0,Partial College,Skilled Manual,1131.0046,1763.97,3
17024,F,60000.00,M,1,0,Partial College,Skilled Manual,1130.3486,1775.97,3
17047,F,90000.00,M,1,0,Graduate Degree,Management,2591.0726,4347.76,2
17049,F,100000.00,M,1,0,Graduate Degree,Management,2591.0726,4347.76,2
17056,M,110000.00,S,1,0,Graduate Degree,Management,2617.2489,4417.75,3
17058,F,70000.00,M,5,5,Bachelors,Professional,52.7886,83.98,2
17081,F,30000.00,S,0,0,Partial College,Clerical,47.8386,74.98,2
17083,F,30000.00,S,0,0,Partial College,Clerical,19.4331,51.96,3
17090,F,10000.00,S,0,0,Partial High School,Manual,24.2989,64.97,3
17092,M,40000.00,M,1,1,Bachelors,Skilled Manual,13.9391,37.27,3
17115,F,40000.00,M,2,2,Partial College,Clerical,1761.769,3008.0225,4
17117,F,40000.00,M,3,3,Partial College,Clerical,14.9526,39.98,2
17122,F,60000.00,S,0,0,Graduate Degree,Skilled Manual,43.4386,58.98,2
18466,F,40000.00,M,2,0,Partial College,Skilled Manual,58.0172,97.96,4
18481,F,70000.00,M,0,0,Partial College,Professional,1264.5062,2318.96,4
18483,M,80000.00,S,2,0,High School,Skilled Manual,3739.3284,6056.61,3
18498,M,80000.00,S,0,0,Bachelors,Management,40.3586,54.98,2
18500,M,60000.00,M,0,0,Partial College,Professional,14.9526,39.98,2
18515,F,70000.00,M,3,0,Partial College,Professional,1294.3989,2396.94,6
18517,M,100000.00,M,3,1,Bachelors,Management,33.0986,78.98,2
18530,M,60000.00,M,3,0,Graduate Degree,Management,64.0049,113.97,3
18532,M,70000.00,M,5,0,Bachelors,Management,1270.7674,2345.22,5
18534,M,60000.00,M,3,0,Graduate Degree,Management,40.3586,54.98,2
18547,M,70000.00,M,2,0,Graduate Degree,Professional,1277.5763,2351.96,3
18549,F,50000.00,M,1,1,Bachelors,Skilled Manual,731.3947,1169.46,4
18564,M,40000.00,S,0,0,Bachelors,Professional,1087.7386,1714.97,3
18566,M,70000.00,M,4,0,Graduate Degree,Professional,1287.8688,2379.48,3
18581,F,70000.00,S,5,0,Graduate Degree,Professional,1273.2881,2351.96,3
18583,M,70000.00,S,5,5,Graduate Degree,Professional,64.6686,119.98,2
18598,M,40000.00,S,0,0,Bachelors,Professional,1082.51,1700.99,1
18600,F,60000.00,M,4,4,Bachelors,Skilled Manual,19.4368,51.97,2
18615,M,70000.00,S,4,2,Bachelors,Professional,1271.2221,2334.97,3
18617,M,60000.00,S,3,2,Graduate Degree,Professional,723.2826,1147.77,3
18632,M,20000.00,S,0,0,Partial High School,Manual,12.0691,32.27,3
18634,F,30000.00,S,0,0,High School,Manual,1505.8591,2427.3682,4
18647,F,20000.00,S,2,0,High School,Manual,365.8952,599.47,3
18649,M,30000.00,S,1,0,High School,Clerical,367.3986,603.49,2
18651,M,30000.00,M,1,0,High School,Clerical,390.4505,607.96,4
18664,M,30000.00,M,2,0,High School,Skilled Manual,8.7886,13.98,2
18666,F,30000.00,S,2,0,High School,Skilled Manual,43.4386,58.98,2
18681,F,40000.00,M,1,0,Graduate Degree,Skilled Manual,26.1763,69.99,1
18683,M,40000.00,M,1,0,Graduate Degree,Skilled Manual,29.5386,78.98,2
18698,F,60000.00,S,2,2,Bachelors,Professional,3266.8905,5314.25,3
18700,M,60000.00,S,2,2,Bachelors,Professional,3272.1191,5328.23,5
18715,M,60000.00,M,3,3,Bachelors,Professional,67.7412,123.96,4
18717,F,70000.00,M,0,0,Bachelors,Professional,32.6166,87.21,4
18732,M,30000.00,M,2,0,Partial College,Clerical,64.1882,114.46,4
18734,F,70000.00,S,0,0,Bachelors,Professional,9.077,24.27,2
18749,F,30000.00,M,0,0,High School,Skilled Manual,101.5392,204.81,9
18751,F,30000.00,S,0,0,High School,Skilled Manual,14.9526,39.98,2
18764,F,40000.00,M,0,0,High School,Skilled Manual,26.1763,69.99,1
18766,M,30000.00,M,2,0,Partial College,Clerical,2925.9463,4752.75,3
18768,M,40000.00,M,2,0,Bachelors,Management,3266.8905,5314.25,3
18781,M,80000.00,S,0,0,Bachelors,Management,1281.4323,2362.27,4
18783,M,80000.00,S,0,0,Bachelors,Management,1281.4323,2362.27,4
18798,F,60000.00,M,0,0,Partial College,Skilled Manual,1092.7128,1728.27,3
18800,F,60000.00,M,1,1,Graduate Degree,Skilled Manual,1124.0823,1754.98,2
18815,F,90000.00,M,0,0,Partial College,Professional,26.1763,69.99,1
18817,F,90000.00,S,0,0,Partial College,Professional,1279.566,2357.28,3
18832,M,130000.00,M,1,3,Bachelors,Management,1266.9376,2334.98,3
18834,F,60000.00,M,2,0,High School,Professional,64.6686,119.98,2
18849,F,100000.00,S,3,2,Partial College,Professional,1298.6941,2366.96,3
18851,M,80000.00,M,2,0,Partial High School,Skilled Manual,26.1763,69.99,1
18866,M,60000.00,M,3,0,Graduate Degree,Management,1082.51,1700.99,1
18868,M,40000.00,S,3,0,Partial College,Professional,1127.9246,1759.97,3
18881,F,70000.00,M,5,0,Graduate Degree,Management,1280.5758,2359.98,3
18883,M,40000.00,S,0,0,Partial High School,Clerical,32.5231,86.96,3
18885,F,20000.00,S,4,0,High School,Skilled Manual,61.1082,110.46,4
18898,F,20000.00,S,2,1,Partial High School,Clerical,28.0426,74.98,3
18900,M,30000.00,M,3,0,Partial College,Clerical,2520.1724,4132.24,4
18476,F,30000.00,S,0,0,High School,Skilled Manual,372.4178,616.91,5
18478,M,70000.00,M,0,0,Partial College,Professional,1283.9508,2380.47,3
18501,F,60000.00,S,0,0,Partial College,Professional,1121.0023,1750.98,2
18503,M,150000.00,S,0,0,Bachelors,Management,67.7486,123.98,2
18510,M,60000.00,S,2,0,High School,Professional,1.8663,4.99,1
18512,M,70000.00,M,3,0,Partial College,Professional,1272.5476,2349.98,2
18535,M,60000.00,S,4,0,Graduate Degree,Management,19.4368,51.97,2
18537,F,70000.00,S,5,0,Bachelors,Management,1251.9813,2294.99,1
18544,F,40000.00,M,4,0,High School,Professional,726.1661,1155.48,2
18546,F,60000.00,M,1,0,Graduate Degree,Skilled Manual,11.0256,29.48,2
18569,F,60000.00,M,0,0,Graduate Degree,Professional,1.8663,4.99,1
18571,M,60000.00,S,0,0,Graduate Degree,Professional,713.0798,1120.49,1
18576,F,60000.00,M,0,0,Graduate Degree,Professional,33.0986,78.98,2
18578,M,70000.00,S,0,0,Graduate Degree,Professional,1277.5763,2351.96,3
18580,F,60000.00,M,2,0,Graduate Degree,Professional,751.5721,1170.48,2
18601,F,60000.00,S,5,5,Bachelors,Skilled Manual,26.1763,69.99,1
18603,F,60000.00,S,5,5,Bachelors,Skilled Manual,764.6584,1205.47,3
18605,M,60000.00,S,4,2,Bachelors,Skilled Manual,1095.5963,1735.98,2
18610,F,70000.00,S,4,2,Bachelors,Professional,1252.8378,2297.28,2
18612,F,70000.00,S,0,0,Bachelors,Professional,64.6686,119.98,2
18635,F,40000.00,S,2,2,Partial College,Clerical,60.9583,162.99,2
18637,M,40000.00,S,3,3,Partial College,Clerical,45.6057,121.94,5
18644,F,60000.00,S,0,0,Graduate Degree,Skilled Manual,50.6547,135.44,6
18646,M,60000.00,M,0,0,Graduate Degree,Skilled Manual,1095.5963,1735.98,2
18669,M,40000.00,M,2,0,Partial College,Clerical,26.1763,69.99,1
18671,F,80000.00,M,5,0,Graduate Degree,Skilled Manual,26.1763,69.99,1
18678,M,60000.00,S,4,0,Graduate Degree,Skilled Manual,29.5386,78.98,2
18680,M,40000.00,M,1,0,Graduate Degree,Skilled Manual,1095.5963,1735.98,2
18703,M,60000.00,S,2,2,Bachelors,Professional,3266.8905,5314.25,3
18705,M,70000.00,M,5,5,Bachelors,Professional,22.1633,59.26,3
18710,M,130000.00,M,1,0,Graduate Degree,Management,3779.9653,6098.58,6
18712,M,80000.00,M,5,5,Graduate Degree,Management,9.077,24.27,2
18735,F,70000.00,S,0,0,Bachelors,Professional,3726.2421,6021.62,2
18737,M,100000.00,S,5,0,Bachelors,Professional,3726.2421,6021.62,2
18744,F,70000.00,M,5,4,Partial College,Skilled Manual,12.0503,32.22,3
18746,M,70000.00,S,1,0,Partial College,Skilled Manual,3790.06,6135.09,5
18769,F,40000.00,M,2,0,Bachelors,Management,3263.1505,5304.25,3
18771,M,40000.00,S,0,0,Partial College,Skilled Manual,26.1763,69.99,1
18778,M,30000.00,M,0,0,Partial College,Skilled Manual,14.9526,39.98,2
18780,M,60000.00,S,0,0,Partial College,Skilled Manual,1124.3646,1759.97,3
18803,M,60000.00,M,1,1,Graduate Degree,Skilled Manual,1121.0023,1750.98,2
18805,F,50000.00,M,1,1,Bachelors,Skilled Manual,49.9253,133.49,2
18810,M,60000.00,M,2,0,Graduate Degree,Management,49.9253,133.49,2
18812,M,80000.00,S,4,3,Partial College,Professional,92.8977,185.94,5
18814,M,90000.00,S,0,0,Partial College,Professional,26.1763,69.99,1
18835,F,60000.00,S,2,0,High School,Professional,29.5386,78.98,2
18837,F,70000.00,M,4,3,High School,Professional,35.3356,94.48,2
18839,M,80000.00,M,3,2,Partial College,Professional,1289.9221,2384.97,3
18844,M,50000.00,S,2,0,Graduate Degree,Management,67.7486,123.98,2
18846,M,60000.00,S,2,0,Graduate Degree,Management,74.6709,132.97,3
18869,F,40000.00,M,3,0,Partial College,Professional,1095.5963,1735.98,2
18871,M,60000.00,M,3,0,Graduate Degree,Management,32.5231,86.96,3
18878,F,80000.00,M,4,0,Bachelors,Management,1295.7186,2390.95,5
18880,M,60000.00,M,3,0,Graduate Degree,Management,26.1763,69.99,1
18903,M,30000.00,S,3,0,High School,Skilled Manual,2524.4734,4143.74,4
18905,M,70000.00,S,0,0,Partial College,Skilled Manual,1301.6882,2416.43,6
18492,F,100000.00,S,1,1,Bachelors,Management,81.6293,218.26,4
18505,F,60000.00,M,2,0,High School,Professional,8.7886,13.98,2
18506,M,60000.00,M,2,0,High School,Professional,38.1257,101.94,5
18509,M,60000.00,M,2,0,High School,Professional,22.4326,59.98,2
18523,M,80000.00,M,4,3,Bachelors,Management,83.5477,160.94,5
18524,M,80000.00,M,4,3,Bachelors,Management,114.4614,195.95,4
18541,F,80000.00,M,5,0,Bachelors,Management,35.2533,94.26,3
18542,M,90000.00,M,5,0,Bachelors,Management,67.7486,123.98,2
18556,M,50000.00,M,2,2,Bachelors,Skilled Manual,1082.51,1700.99,1
18559,M,60000.00,M,1,0,Graduate Degree,Professional,1095.5963,1735.98,2
18573,F,60000.00,M,0,0,Graduate Degree,Professional,31.3189,83.74,5
18574,F,60000.00,M,0,0,Graduate Degree,Professional,14.9526,39.98,2
18591,M,80000.00,M,3,3,Bachelors,Skilled Manual,64.6686,119.98,2
18592,F,80000.00,S,3,3,Bachelors,Skilled Manual,1251.9813,2294.99,1
18606,M,60000.00,S,4,2,Bachelors,Skilled Manual,1121.0023,1750.98,2
18609,F,60000.00,M,4,2,Bachelors,Skilled Manual,1134.0886,1785.97,3
18623,F,20000.00,M,0,0,Partial High School,Manual,13.9391,37.27,3
18624,M,30000.00,S,0,0,High School,Manual,11.2163,29.99,1
18641,M,40000.00,S,3,3,Partial College,Clerical,713.0798,1120.49,1
18642,F,40000.00,S,4,4,Partial College,Clerical,100.7299,216.40,9
18656,M,30000.00,S,2,0,High School,Skilled Manual,352.8089,564.48,2
18659,F,40000.00,M,1,0,Partial College,Clerical,29.5386,78.98,2
18673,M,80000.00,M,4,0,Graduate Degree,Skilled Manual,71.5909,128.97,3
18674,F,80000.00,S,4,0,Graduate Degree,Skilled Manual,75.9691,145.96,3
18691,F,90000.00,M,1,0,Graduate Degree,Management,3744.557,6070.59,5
18692,M,90000.00,M,1,0,Graduate Degree,Management,3731.4707,6035.60,4
18706,M,110000.00,S,1,0,Graduate Degree,Management,3740.7833,6060.50,5
18709,M,130000.00,M,1,0,Graduate Degree,Management,3755.0103,6098.54,6
18723,F,60000.00,S,3,2,Bachelors,Professional,3253.8042,5279.26,2
18724,F,80000.00,M,5,5,Bachelors,Professional,3739.291,6056.51,4
18741,M,30000.00,M,2,0,Partial College,Clerical,22.6159,60.47,3
18742,M,70000.00,M,5,4,Partial College,Skilled Manual,9.077,24.27,2
18756,F,40000.00,S,0,0,High School,Skilled Manual,48.0254,128.41,5
